"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene"
1670.22205556837,-0.477858522863393,0.10125640152906,-4.71929197213522,2.36666929815851e-06,7.91993664745004e-05,"PA3265"
954.364638940119,-1.20480803576771,0.255881892322673,-4.7084536730267,2.49603077717632e-06,8.30005415061043e-05,"PA3368.1"
26363.3025878214,-0.777409644990612,0.16536088336411,-4.701291074255,2.58521688013652e-06,8.54514801099017e-05,"gidA"
72117.4168483798,1.81256008762757,0.385868106971064,4.69735657050166,2.63550130446551e-06,8.65950428610095e-05,"tssB1"
25514.530807524,0.445982929719973,0.0951367405600851,4.68780964214667,2.76144694523763e-06,9.01963735959274e-05,"tolA"
94781.688145607,1.75999508576862,0.375954037319819,4.68141025513556,2.84908120074075e-06,9.25113425181702e-05,"tagQ1"
24425.6842513928,0.871160928838931,0.186374100979697,4.6742595900373,2.95015988704541e-06,9.52332314414658e-05,"pchA"
3343.40380206742,-0.967388283949732,0.207155869736597,-4.66985697861125,3.01409505641061e-06,9.67314227406194e-05,"PA0647"
1920.24085519634,-1.39585361049675,0.299314413719635,-4.66350281348037,3.10871933215527e-06,9.9191507014434e-05,"PA2767"
10811.1391159514,0.490234779669169,0.105232202862534,4.65860037454093,3.18366562809448e-06,0.000100613343090573,"PA3213"
29624.8602899511,-0.873772610562919,0.187576974790838,-4.65820824510704,3.18973460884968e-06,0.000100613343090573,"prs"
44351.2325295916,-1.32492214478007,0.285123677291932,-4.64683311243744,3.37069638139243e-06,0.000105717295598217,"PA4582"
2829.72879259076,1.6823374424252,0.362403093477165,4.64217185974766,3.44765904272529e-06,0.000107520214213806,"PA0466"
4386.50941404635,-0.847331610194479,0.183008734549247,-4.63000638893803,3.65654450379348e-06,0.00011298573940234,"PA3683"
9641.1623068815,-0.967295293148407,0.208937430495208,-4.62959313156955,3.6638491581556e-06,0.00011298573940234,"motY"
35524.8581224287,1.33549210964039,0.288545194263062,4.62836372323303,3.68566274177457e-06,0.000113026990747753,"tse5"
7564.20736656719,0.909220904220387,0.196568492831432,4.62546612187791,3.73756896912406e-06,0.000113934717494659,"PA0468"
3088.10794235253,-1.29711429766855,0.28049253132712,-4.62441652735419,3.75654322174419e-06,0.000113934717494659,"PA0645"
347.606540905507,-1.36424499188333,0.295843715043396,-4.61137053962162,4.00022754377295e-06,0.000120662601320364,"alpC"
20491.2221950038,0.665767501559657,0.14492962911925,4.59372942306957,4.35393850541194e-06,0.000130618155162358,"mraY"
9011.04854740746,1.33851808187543,0.29248664141277,4.57633919761297,4.73183108294915e-06,0.000141187608529077,"tssE1"
4901.09244449716,-1.57125828654411,0.343653902091948,-4.57221139343763,4.82603687812102e-06,0.000143224320253914,"PA3415"
17180.5223721479,1.39539547641562,0.306509632499901,4.5525338470923,5.30036300309837e-06,0.00015645991324654,"tssF1"
1658.25022445635,-0.640591552371283,0.141286824428083,-4.53397940653237,5.78826749917641e-06,0.000169953386146031,"cyoA"
7113.55392217712,-1.23154195225945,0.271875977611316,-4.52979319129145,5.90414502255593e-06,0.000172438521293697,"PA1538"
8129.11295902389,-1.10188172545078,0.244009498082281,-4.51573292888466,6.30981467144425e-06,0.000183316720980907,"PA0578"
8455.88284187487,-0.345667792821351,0.0765851808249079,-4.51350756240467,6.37641748589034e-06,0.000184281803780705,"thyA"
