"","Gene","Locus_Tag","logFC","adj.P.Val"
"1031","nrdB","PA1155",-3.91276637508884,1.95736977594656e-08
"2782","PA3369","PA3369",3.11005952004122,1.95736977594656e-08
"2696","capB","PA3266",3.04571061789933,2.16778117598483e-08
"2268","PA2747","PA2747",2.99050980051837,2.16778117598483e-08
"2939","PA3577","PA3577",2.9885207807684,2.16778117598483e-08
"4230","rpmE","PA5049",3.16486338581966,2.24462002897122e-08
"3002","lpxA","PA3644",-2.71178795755692,2.3008949784113e-08
"423","pilJ","PA0411",-2.60927673393281,2.3008949784113e-08
"3793","rpmA","PA4567",2.48119537324768,2.3008949784113e-08
"4671","atpG","PA5555",-4.12121513333947,2.50746110078311e-08
"347","PA0329","PA0329",2.83948065409404,2.68144812300933e-08
"3572","PA4326","PA4326",3.46977121593776,3.09203610039111e-08
"2044","PA2482","PA2482",2.79552244985245,3.09203610039111e-08
"2019","gcvP2","PA2445",-2.63562114525536,3.17502642335433e-08
"2187","nuoF","PA2641",-2.50481207939585,3.275760586092e-08
"3475","pchG","PA4224",-3.44132069829016,3.77837328108506e-08
"901","pqsE","PA1000",-4.43124457621725,3.79612687857519e-08
"3673","rpsI","PA4432",2.48556139444842,3.79612687857519e-08
"3712","PA4471","PA4471",-2.5467041679764,4.1071376683361e-08
"2190","nuoI","PA2644",-2.96325428214086,4.19041976585984e-08
"1363","sdhB","PA1584",-3.58719751531442,4.23140519966235e-08
"1589","cysI","PA1838",-2.55238852587625,4.61289594395613e-08
"708","lepB","PA0768",-2.44062742680694,4.61289594395613e-08
"982","PA1095","PA1095",2.73894328171339,4.81387462102215e-08
"3891","PA4672","PA4672",-2.54341323687063,5.10579927170744e-08
"1365","sucB","PA1586",-4.77991190465186,5.51846616862771e-08
"330","PA0310","PA0310",2.33642333420361,6.14820867262258e-08
"141","hcp1","PA0085",-3.15641107364208,6.29895133616868e-08
"3657","murF","PA4416",-2.21560098883451,6.55218900706953e-08
"3649","ftsA","PA4408",-2.53975828188326,6.57728693141551e-08
"466","PA0462","PA0462",2.27740204026396,6.90202418681891e-08
"3470","ampO","PA4219",-3.0537840316862,7.38544773584618e-08
"2189","nuoH","PA2643",-2.1051600321476,7.38544773584618e-08
"2276","eco","PA2755",3.31679173360828,8.16451011645047e-08
"2975","recA","PA3617",2.13023356960447,8.21139362069849e-08
"3476","pchF","PA4225",-3.19409420264558,8.50605844375891e-08
"4192","wapP","PA5008",-2.47400001550231,8.50605844375891e-08
"806","aotP","PA0892",-2.09312515233222,8.72850393180704e-08
"4516","pstS","PA5369",2.55454924012141,9.15119950594641e-08
"710","rnc","PA0770",-2.16334334248338,9.34878715271731e-08
"3929","phuR","PA4710",-3.30114923112826,1.05925365547191e-07
"3081","PA3730","PA3730",2.52620182968949,1.05925365547191e-07
"3302","PA3990","PA3990",2.45086721282282,1.05925365547191e-07
"2771","flgM","PA3351",2.36212193191378,1.05925365547191e-07
"1541","acnB","PA1787",-2.28195579448282,1.05925365547191e-07
"4034","mgtA","PA4825",2.13896510338007,1.05925365547191e-07
"2480","sulA","PA3008",2.0656028926929,1.05925365547191e-07
"3520","rpoC","PA4269",-4.89770828919207,1.080647484751e-07
"835","PA0922","PA0922",2.29405264594901,1.080647484751e-07
"827","mgtE","PA0913",2.12556268361049,1.08637213301549e-07
"2993","eno","PA3635",-2.75480709596134,1.14538811950906e-07
"4328","rmlA","PA5163",-2.27163140535294,1.17420545919778e-07
"3706","PA4465","PA4465",-2.85638452060812,1.19477933346343e-07
"460","PA0456","PA0456",2.11190565683707,1.19477933346343e-07
"3800","PA4574","PA4574",2.05321528723147,1.21859733141284e-07
"2884","PA3496","PA3496",2.98497250635456,1.23108578327327e-07
"413","PA0401","PA0401",-2.13245125956152,1.23540170706206e-07
"99","PA0039","PA0039",2.64304571844199,1.25735382051838e-07
"2469","nqrD","PA2996",-3.07181090357393,1.32473638801141e-07
"4421","fimS","PA5262",2.18114319767129,1.35229019885307e-07
"2994","kdsA","PA3636",-2.13542824982228,1.35229019885307e-07
"2191","nuoJ","PA2645",-2.10384411375101,1.35229019885307e-07
"2795","PA3386","PA3386",2.40256062920171,1.36521975374078e-07
"3875","PA4656","PA4656",2.14857656648297,1.47067025940817e-07
"1988","fpvK","PA2406",-3.77490301988855,1.49108994979501e-07
"899","pqsC","PA0998",-4.67638489552551,1.49334653841513e-07
"1566","mltD","PA1812",-2.55729614178949,1.49334653841513e-07
"574","surA","PA0594",-2.90818793659051,1.54118551279485e-07
"3987","smpB","PA4768",2.17636814159902,1.60646498614155e-07
"3975","carB","PA4756",-2.86157081180684,1.64768564515714e-07
"700","PA0760","PA0760",2.18609922421743,1.67710757534614e-07
"902","phnA","PA1001",-4.25039112179121,1.68927664051423e-07
"2899","motY","PA3526",2.32750220987704,1.69710739017741e-07
"3651","ddlB","PA4410",-2.09388439804906,1.71053092293215e-07
"4372","PA5212","PA5212",3.69627947646261,1.74171857816161e-07
"3650","ftsQ","PA4409",-3.01492158290983,1.77071892603949e-07
"3005","PA3647","PA3647",-1.98337992186774,1.77071892603949e-07
"4194","waaG","PA5010",-2.20645697629596,1.79587767578785e-07
"3521","rpoB","PA4270",-4.69955778500041,1.79606723602311e-07
"2609","serC","PA3167",-2.64789755129026,2.01785722590723e-07
"3655","murD","PA4414",-2.17409273631715,2.01785722590723e-07
"2624","zwf","PA3183",2.53312989232061,2.02830357774134e-07
"805","PA0891","PA0891",-1.95249523145317,2.30239007634926e-07
"3142","hisS","PA3802",-2.30028452170835,2.32904746921813e-07
"3892","PA4673","PA4673",-2.29763919189676,2.32904746921813e-07
"1354","PA1574","PA1574",2.41364803189788,2.33363191146923e-07
"3671","PA4430","PA4430",-2.66892205476057,2.38985055744352e-07
"3792","obg","PA4566",2.04898051047785,2.39056054072844e-07
"1364","sucA","PA1585",-3.82205338193843,2.47566869880146e-07
"2652","PA3213","PA3213",-1.92295631674845,2.52129413151516e-07
"3309","dacC","PA3999",-2.59881424491544,2.77522062477439e-07
"624","PA0655","PA0655",2.02639991452682,2.86439935435029e-07
"3652","murC","PA4411",-2.19287035321188,2.9431698364963e-07
"3030","PA3674","PA3674",2.29431325422864,2.99751409352581e-07
"1334","ccoP1","PA1552",-3.31375565754985,3.11091291270654e-07
"527","PA0537","PA0537",1.91886706268219,3.11091291270654e-07
"1985","fpvG","PA2403",-2.15314766593083,3.13497465889202e-07
"3483","ssb","PA4232",1.93718940421259,3.15307257554373e-07
"2262","rplT","PA2741",1.91362879684211,3.22489985472209e-07
"140","tssC1","PA0084",-2.6923027544133,3.30591849699429e-07
"2465","PA2992","PA2992",-2.32827802784833,3.4093121103965e-07
"4059","purH","PA4854",-2.05383374966081,3.60309142090457e-07
"4608","PA5481","PA5481",2.85163646963036,3.69163500892176e-07
"3226","PA3902","PA3902",1.90820743871344,3.69825442852931e-07
"3473","PA4222","PA4222",-2.46455691776176,3.70168148922879e-07
"2280","PA2761","PA2761",-2.07419600330408,3.70314240602223e-07
"2181","aceA","PA2634",-3.5599837898035,3.78294654613394e-07
"3654","ftsW","PA4413",-2.22993815886989,3.78407046283336e-07
"2772","PA3352","PA3352",2.04965900769557,3.83728526542333e-07
"2193","nuoL","PA2647",-2.40471018618496,3.8637066067094e-07
"464","PA0460","PA0460",2.05968631996557,3.89839824195265e-07
"915","wapB","PA1014",2.0566271379276,3.89839824195265e-07
"4650","PA5526","PA5526",1.84389958206949,3.99547123079521e-07
"3172","valS","PA3834",-3.02440835066783,4.10334237332901e-07
"1525","PA1766","PA1766",-2.21403237392931,4.22205817759587e-07
"2159","serS","PA2612",-1.68314781998114,4.22205817759587e-07
"3983","fur","PA4764",2.18172305526594,4.26733890521235e-07
"2484","PA3012","PA3012",-1.82396042552465,4.51577689643241e-07
"2784","PA3371","PA3371",2.1350163472451,4.52417371286331e-07
"926","PA1030","PA1030",2.59583945140688,4.67488123966694e-07
"4347","PA5183","PA5183",1.81820541440644,5.24141390770655e-07
"1198","PA1360","PA1360",1.98009550213144,5.52142615967612e-07
"2700","PA3270","PA3270",1.72056036986172,5.52142615967612e-07
"4683","PA5568","PA5568",-2.77557022241297,5.57013276632482e-07
"948","shaD","PA1057",-1.80800992677467,5.79341347964291e-07
"2188","nuoG","PA2642",-2.01891172944382,5.95542540148229e-07
"4348","PA5184","PA5184",1.70927531541903,5.95542540148229e-07
"4290","typA","PA5117",-2.34626398165939,6.01851029839337e-07
"944","PA1053","PA1053",2.11077970801939,6.12436721260761e-07
"471","PA0469","PA0469",2.09648736376734,6.12436721260761e-07
"4281","blc","PA5107",2.08636374414674,6.12436721260761e-07
"278","PA0250","PA0250",2.08076808153417,6.12436721260761e-07
"3065","PA3712","PA3712",1.84101455992716,6.12436721260761e-07
"4420","algR","PA5261",1.82568078830572,6.12436721260761e-07
"3160","secF","PA3820",-2.23808758966614,6.14875579591111e-07
"2906","grxD","PA3533",2.03375630253083,6.21133160766422e-07
"3745","PA4507","PA4507",1.73126633004239,6.21133160766422e-07
"389","rpoH","PA0376",1.68964352177445,6.21133160766422e-07
"4241","phaF","PA5060",2.11229945432475,6.28828762949285e-07
"2621","PA3179","PA3179",1.93411350348688,6.52326202528962e-07
"634","PA0665","PA0665",1.70586875143737,6.68755158927639e-07
"3300","lptE","PA3988",-2.29769390798096,6.8904253863671e-07
"4670","atpD","PA5554",-2.99601949413218,6.93469572938297e-07
"3980","dnaK","PA4761",-3.45044905336649,7.00807950359463e-07
"2151","PA2604","PA2604",2.0089120275459,7.00807950359463e-07
"4567","PA5437","PA5437",2.032302873139,7.29641604340125e-07
"2732","hepA","PA3308",-1.79230892630859,7.55483987851951e-07
"1447","PA1679","PA1679",1.93331741490163,7.67362480756011e-07
"1358","PA1579","PA1579",2.21383919336707,7.69804629694722e-07
"3947","folK","PA4728",-1.68029197954785,7.90714291239185e-07
"2485","faoB","PA3013",-2.64569796029285,8.0312419197448e-07
"1179","ansB","PA1337",-2.87516075292309,8.05750814529835e-07
"3836","PA4611","PA4611",2.04557266362993,8.35731710894512e-07
"3648","ftsZ","PA4407",-2.45167055576386,8.50735427733218e-07
"2603","himD","PA3161",1.93828666595752,8.70404709834945e-07
"4414","algQ","PA5255",1.88936923626948,8.86132869187419e-07
"1975","PA2393","PA2393",-3.4406866260879,8.99876795459161e-07
"1640","phzG2","PA1905",-4.49396171683505,9.41933166377779e-07
"3611","icmP","PA4370",-3.09628297150574,9.81037399469403e-07
"69","dnaN","PA0002",-2.17175365799198,9.81037399469403e-07
"804","aotM","PA0890",-1.62832757459296,9.81037399469403e-07
"573","pdxA","PA0593",-2.01011935933157,9.91092101688046e-07
"2430","PA2957","PA2957",1.6381355304031,9.91092101688046e-07
"4678","spoOJ","PA5562",-1.98249985010303,1.0299439172442e-06
"4496","PA5348","PA5348",2.47037865634027,1.03645363836325e-06
"3289","hemL","PA3977",-1.87519249937581,1.05373181143101e-06
"3136","PA3796","PA3796",2.09381410003892,1.07058654147012e-06
"1324","PA1541","PA1541",1.76140461820123,1.14135758147763e-06
"3656","mraY","PA4415",-1.76823038141177,1.1470921182893e-06
"3469","ampP","PA4218",-3.24785002481718,1.19390731520543e-06
"2161","lolA","PA2614",-1.99477627939504,1.19390731520543e-06
"1556","clpX","PA1802",-1.66945972066586,1.19922920566084e-06
"2004","pvdS","PA2426",-2.29269692386521,1.23984615855657e-06
"3293","PA3981","PA3981",-1.80665924401234,1.23984615855657e-06
"3285","PA3973","PA3973",1.76490915763378,1.28251059431084e-06
"3461","mexG","PA4205",2.82912916805794,1.33170038756063e-06
"1371","PA1592","PA1592",3.1132400769909,1.33984828467913e-06
"2874","vgrG4b","PA3486",-1.65733231364115,1.36177369614019e-06
"1279","ccmE","PA1479",-1.92044497871786,1.38975522557595e-06
"4060","purD","PA4855",-2.31146683784346,1.43081762168002e-06
"2545","gbt","PA3082",-2.22550877881707,1.43081762168002e-06
"1742","PA2044","PA2044",-1.72104139637928,1.47681055740514e-06
"4565","PA5435","PA5435",-1.69848988819113,1.48709524446605e-06
"81","fmt","PA0018",-1.59198659621026,1.51794320943033e-06
"4235","hslU","PA5054",-2.76373850363669,1.52483949663261e-06
"3426","PA4154","PA4154",2.18867833112999,1.54517496744981e-06
"2375","PA2883","PA2883",2.87275540286157,1.55226005261881e-06
"3468","phzS","PA4217",-3.59289229643262,1.58316292144049e-06
"3008","dxr","PA3650",-1.79265157583755,1.60100504428885e-06
"1243","PA1440","PA1440",1.49013277228831,1.63130442324198e-06
"2259","himA","PA2738",1.69105866440445,1.64113808174219e-06
"2730","PA3306","PA3306",1.51789013522816,1.64113808174219e-06
"9","ig_120","ig_120",1.4781472249809,1.64113808174219e-06
"3506","rpmC","PA4255",-2.81539911141943,1.65311081859832e-06
"2897","gloA1","PA3524",1.70249253885173,1.65311081859832e-06
"2468","nqrE","PA2995",-2.45343786926826,1.67271569069757e-06
"2192","nuoK","PA2646",-2.49111356071409,1.7412510836804e-06
"1848","hcnC","PA2195",-2.30828566377342,1.75204699462219e-06
"2614","PA3172","PA3172",-2.13020503509537,1.77580718480511e-06
"142","tagJ1","PA0086",-1.85035572359516,1.77915914684654e-06
"1366","lpd","PA1587",-3.18528521953435,1.82675614538521e-06
"4457","dadA","PA5304",1.80574638522901,1.92489559570574e-06
"4668","glmU","PA5552",-1.57101510036625,1.92691980834368e-06
"1037","rrmA","PA1161",-1.87436290515718,1.93458528182897e-06
"322","spuF","PA0302",-1.8238819308397,1.93458528182897e-06
"3291","PA3979","PA3979",1.70916545370119,1.95308640099143e-06
"4207","PA5024","PA5024",-1.68961617754932,1.9533956045845e-06
"125","PA0068","PA0068",-1.60386408561665,1.9585743618284e-06
"1991","fpvE","PA2409",-2.00370997222416,1.99687649574046e-06
"3163","tgt","PA3823",-1.47366368998405,2.0381304853996e-06
"3719","mreD","PA4479",-1.87901782717014,2.07162003792267e-06
"3702","lptB","PA4461",-1.99039580415859,2.11592811939723e-06
"2458","PA2985","PA2985",2.0062081636176,2.21137140487382e-06
"2555","fadH1","PA3092",-1.74938654352943,2.21137140487382e-06
"1129","cobQ","PA1277",-1.86778807107897,2.24834427813444e-06
"80","PA0017","PA0017",-1.79683110740179,2.272710715905e-06
"2449","rne","PA2976",-2.37196044213998,2.29567294406915e-06
"1336","ccoN1","PA1554",-1.72805374751585,2.29567294406915e-06
"2883","nth","PA3495",-1.91765176015656,2.32447211960939e-06
"811","aruG","PA0897",-2.04393998124492,2.34251650201308e-06
"2606","still frameshift 3-phosphoshikimate 1-carboxyvinyltransferase prephenate dehydrogenase","PA3164",-2.13260125701745,2.37352915504481e-06
"3684","cysD","PA4443",-2.12722358045776,2.45550760557926e-06
"1278","PA1478","PA1478",-1.65722977280415,2.45550760557926e-06
"2489","PA3017","PA3017",1.62879174475197,2.45550760557926e-06
"4404","PA5245","PA5245",1.60166150671442,2.47068355188673e-06
"1976","pvdN","PA2394",-3.71000036297581,2.47883424404928e-06
"3620","warA","PA4379",1.54404313535821,2.4917445764389e-06
"4195","waaC","PA5011",-1.63550937752053,2.51437150957837e-06
"949","shaE","PA1058",-1.89665050044657,2.53823334519475e-06
"2605","cmk","PA3163",-2.16809137459799,2.61831246746806e-06
"143","tssE1","PA0087",-1.78770768401831,2.62377635788353e-06
"3070","PA3717","PA3717",1.66516296328182,2.62377635788353e-06
"3186","PA3850","PA3850",1.57271171172554,2.62377635788353e-06
"4229","PA5048","PA5048",1.57514658027206,2.64087501843264e-06
"2569","metZ","PA3107",-2.52419235342402,2.71535377439964e-06
"1972","pvdT","PA2390",-1.89869882487038,2.71789786030072e-06
"2483","topA","PA3011",-2.18205518360502,2.83437444440272e-06
"1011","PA1126","PA1126",1.45226152529662,2.85723708457239e-06
"2031","PA2464","PA2464",1.44313163098044,2.85723708457239e-06
"2875","tle5","PA3487",-2.05989362665135,2.89037619324607e-06
"4568","PA5438","PA5438",1.70947677773265,2.89037619324607e-06
"1315","zipA","PA1528",1.45183420227546,2.89037619324607e-06
"4555","PA5424","PA5424",2.11716299156678,2.9229698122948e-06
"399","PA0387","PA0387",-1.90012285923704,2.9229698122948e-06
"1684","PA1968","PA1968",1.46632631627838,2.9229698122948e-06
"4440","sutA","PA5285",1.5813468152575,2.94129529529256e-06
"2363","PA2867","PA2867",1.37144679532774,2.99033103285558e-06
"2460","lolD","PA2987",-1.56947886271784,3.00320941892425e-06
"4187","PA5003","PA5003",-1.53798875759804,3.02252404525777e-06
"4672","atpA","PA5556",-3.04121876228738,3.12310873309977e-06
"2576","truA","PA3114",-2.0764565504563,3.12677681532074e-06
"1638","phzE2","PA1903",-4.07817845857546,3.15750812728367e-06
"3653","murG","PA4412",-1.48576779793325,3.16224442499548e-06
"709","PA0769","PA0769",-2.57577119428223,3.1673059401345e-06
"2769","PA3349","PA3349",1.74595053127588,3.1673059401345e-06
"2467","nqrF","PA2994",-1.60136014458414,3.1673059401345e-06
"912","PA1011","PA1011",-1.65199496315623,3.17820300202672e-06
"1281","ccmG","PA1481",-2.01944830155362,3.18289021170711e-06
"4593","PA5463","PA5463",1.86640967525392,3.19018181697049e-06
"1597","nfuA","PA1847",1.61017164756789,3.23281567092487e-06
"3905","mksB","PA4686",-2.35492104756353,3.26934747458982e-06
"2872","tse3","PA3484",-1.81999195274914,3.26934747458982e-06
"2868","PA3480","PA3480",1.73383092220818,3.26934747458982e-06
"3624","PA4383","PA4383",1.47395381367149,3.29862785969315e-06
"4432","lppL","PA5276",1.4798941976437,3.36489020628035e-06
"4251","tatC","PA5070",-1.83150634033683,3.36526401825431e-06
"3474","PA4223","PA4223",-1.8647015791881,3.38257743090747e-06
"793","phhB","PA0871",-1.45130323448429,3.38257743090747e-06
"3161","secD","PA3821",-1.44723498428644,3.38257743090747e-06
"2275","PA2754","PA2754",2.25433219881765,3.40462474864587e-06
"3943","PA4724","PA4724",1.64948360351694,3.40462474864587e-06
"2515","PA3046","PA3046",1.49467196691647,3.40462474864587e-06
"4518","PA5371","PA5371",1.45530465724197,3.42881005410593e-06
"4196","waaF","PA5012",-1.54357930012636,3.4552118031205e-06
"490","PA0490","PA0490",1.73995958241655,3.47305694746267e-06
"2470","nqrC","PA2997",-1.52334876150433,3.57654362594189e-06
"3603","PA4360","PA4360",1.49759606468854,3.70013620123232e-06
"1230","PA1425","PA1425",1.49077614426394,3.70013620123232e-06
"3683","cysN","PA4442",-2.27396429908122,3.71513774356176e-06
"1182","aatM","PA1340",-1.67827979508986,3.7759096892715e-06
"2626","PA3185","PA3185",1.65854567608226,3.80663136643462e-06
"2180","PA2633","PA2633",-1.63048325674328,3.80805469047428e-06
"2222","tse5","PA2684",-1.51124658628169,3.80805469047428e-06
"146","clpV1","PA0090",-2.41558408440563,3.81558681714455e-06
"2755","PA3335","PA3335",-1.87470825287522,3.85390359317833e-06
"3958","PA4739","PA4739",2.87736939117019,3.86622090227609e-06
"34","ig_364","ig_364",1.4080680684348,3.86622090227609e-06
"879","tolQ","PA0969",-1.61670487914326,3.97840757426061e-06
"1678","bacA","PA1959",1.49526760251125,4.02014923584938e-06
"2290","pauB3","PA2776",1.50708677779248,4.05123342418807e-06
"3093","rplS","PA3742",1.94377001674076,4.24137179486187e-06
"3889","prs","PA4670",-1.75637821918378,4.25896869292036e-06
"4329","rmlC","PA5164",-2.54475579021859,4.26788049808619e-06
"350","PA0332","PA0332",1.81121528909325,4.26788049808619e-06
"1332","PA1550","PA1550",-1.63747024849785,4.26788049808619e-06
"1990","fpvD","PA2408",-2.53129108648423,4.31704677711836e-06
"968","flgF","PA1081",1.79873742816504,4.32893148204399e-06
"4679","soj","PA5563",-1.63856684578524,4.39988869367085e-06
"3001","lpxB","PA3643",-1.55404613591635,4.41050455509208e-06
"1242","PA1439","PA1439",1.46720876788297,4.56365244299214e-06
"3139","PA3799","PA3799",-1.58674508431409,4.56754516710734e-06
"2853","PA3463","PA3463",1.41200016208157,4.56754516710734e-06
"4253","mcpK","PA5072",1.66616466716051,4.64425929487871e-06
"1361","sdhD","PA1582",-1.9572145464949,4.71701586626418e-06
"4480","pyrE","PA5331",1.72722070744206,4.71701586626418e-06
"2352","PA2855","PA2855",1.41446017238717,4.71701586626418e-06
"3636","PA4395","PA4395",1.62641254652769,4.84789579128996e-06
"4193","waaP","PA5009",-1.66216172819126,4.87590075144154e-06
"3074","PA3722","PA3722",1.45082801032559,4.88616473755284e-06
"3399","PA4114","PA4114",1.96012160610932,4.90832656719183e-06
"1715","maiA","PA2007",-1.49674518358144,4.96551598565195e-06
"1181","aatP","PA1339",-2.17526240440027,5.14904378036754e-06
"2263","rpmI","PA2742",1.6849887323078,5.169805236939e-06
"3117","guaA","PA3769",-2.27075982870891,5.34215661166642e-06
"2239","cysK","PA2709",1.39783224766961,5.44493550408009e-06
"3006","opr86","PA3648",-2.11685600094475,5.47613902505071e-06
"3783","lytB","PA4557",-1.51423594564557,5.47613902505071e-06
"1982","pvdJ","PA2400",-1.98990832209338,5.54949185267204e-06
"2814","PA3413","PA3413",2.05494190973504,5.62764912049372e-06
"4499","rubA1","PA5351",1.89798645575988,5.67343435598924e-06
"354","rppH","PA0336",1.40470811878432,5.67343435598924e-06
"2177","PA2630","PA2630",-2.44288378556249,5.72001136769433e-06
"1847","hcnB","PA2194",-1.8504388290171,5.76874522534346e-06
"4489","PA5340","PA5340",-1.81619425900714,5.86789477103981e-06
"4472","dut","PA5321",-1.42957883177216,5.90746852082166e-06
"2783","PA3370","PA3370",1.8131359676198,5.91700620890261e-06
"900","pqsD","PA0999",-3.23860230496463,5.92052458307124e-06
"3567","PA4321","PA4321",-1.72928629258107,5.92052458307124e-06
"1548","glnS","PA1794",-1.51641595825994,5.92052458307124e-06
"4483","rph","PA5334",1.42042915620514,5.93275216463505e-06
"4669","atpC","PA5553",-3.30197177770462,6.02387836288256e-06
"401","PA0389","PA0389",-1.41762062765045,6.07136666407795e-06
"4226","ponA","PA5045",-1.74800940024773,6.07847196784531e-06
"4609","PA5482","PA5482",3.08544733559081,6.24677527948834e-06
"3022","PA3664","PA3664",1.61942103067862,6.24677527948834e-06
"1207","PA1377","PA1377",1.39860520484619,6.33912373229891e-06
"2400","PA2915","PA2915",1.38749134138765,6.36139245573201e-06
"3978","dapB","PA4759",-1.88444562091812,6.48430182324352e-06
"987","fliE","PA1100",2.11379089666523,6.4941217673883e-06
"4074","PA4874","PA4874",1.39828681184883,6.63374664006756e-06
"1639","phzF2","PA1904",-4.13505345781014,6.64094605378121e-06
"4292","glnA","PA5119",1.40374496188218,6.66115996458354e-06
"2752","PA3332","PA3332",-2.54415135184703,6.67333849011549e-06
"2532","gdhB","PA3068",-2.3328467989078,6.73018102232746e-06
"3643","argJ","PA4402",-1.67203662612574,6.90879476275382e-06
"4243","PA5062","PA5062",1.49555294456742,6.92879511696666e-06
"2998","dnaE","PA3640",-1.55527154709365,6.95619302063397e-06
"4616","cc4","PA5490",1.32085040153579,6.96491790755042e-06
"3020","PA3662","PA3662",1.60524165424206,7.01331916983785e-06
"3144","PA3804","PA3804",-1.80155386230085,7.0710754183593e-06
"3571","PA4325","PA4325",1.51946835976232,7.0710754183593e-06
"4223","pilO","PA5042",-1.73832220080824,7.2087369206369e-06
"340","carO","PA0320",2.07103870704389,7.58283038284178e-06
"1232","PA1428","PA1428",1.96991869555108,7.58930851132227e-06
"3307","lipB","PA3997",-1.56711028473729,7.59768949859776e-06
"4399","trxA","PA5240",1.54122237860406,7.6667657691194e-06
"3887","lolB","PA4668",-1.49579966279243,7.6667657691194e-06
"3939","trmA","PA4720",-1.44707864197601,7.68116503609859e-06
"1899","PA2288","PA2288",1.42364767979123,7.68116503609859e-06
"3301","holA","PA3989",-1.81387518000064,7.70395270976474e-06
"4188","wapH","PA5004",-1.64861147679188,7.71016404851883e-06
"1261","PA1459","PA1459",-1.43425177505303,7.85104311596607e-06
"4156","PA4965","PA4965",-1.78859321624216,7.8901717944746e-06
"3799","PA4573","PA4573",1.47377267196631,8.06227275441602e-06
