"","Gene","Locus_Tag","logFC","adj.P.Val"
"1233","PA1429","PA1429",1.05638837963567,0.000340266321852457
"75","glyS","PA0008",-1.3676950933069,0.000342638445667834
"106","PA0046","PA0046",-1.13091151868922,0.000347100959035749
"819","rsmA","PA0905",-1.06850965770479,0.000355062768423422
"3376","PA4076","PA4076",1.00180232891254,0.000356124355814177
"2747","PA3327","PA3327",-1.18747746566208,0.000357450293685536
"3708","PA4467","PA4467",-1.02518168480761,0.000362834339443551
"3744","dppF","PA4506",-1.3155645206228,0.000372233371657307
"2018","glyA2","PA2444",-1.43721905759301,0.000376144378968174
"3886","lbcA","PA4667",-1.08778988255629,0.000376480539852314
"329","PA0309","PA0309",1.38280077759609,0.000378838789752405
"3232","tsiT","PA3908",-1.01249301067478,0.000378982602469621
"2500","moaB2","PA3029",1.00534672509171,0.000380297437010145
"4125","rpsR","PA4934",1.56813710846555,0.000383754113319626
"3658","murE","PA4417",-1.36177701650816,0.000386986493665239
"4351","PA5191","PA5191",1.37663137771132,0.000401424359898235
"303","sbp","PA0283",-2.08951806930063,0.000410148500613824
"4436","sss","PA5280",-1.10458515704106,0.00041119492538458
"4123","rplI","PA4932",1.5095019859091,0.000427807670860614
"971","flgI","PA1084",-1.06138617272552,0.000429404796949609
"870","PA0960","PA0960",1.00981789623908,0.000429404796949609
"4589","PA5459","PA5459",-1.33815519868569,0.000440571674597125
"2964","PA3606","PA3606",1.09845530002979,0.000454042426852041
"3493","rpmJ","PA4242",-1.45381658032711,0.000457484575734199
"3265","PA3945","PA3945",1.07719309866763,0.000460787639520111
"1486","pscI","PA1722",-1.64027683438402,0.000461132254939567
"3618","PA4377","PA4377",1.03805120256121,0.000469981210930514
"2283","PA2765","PA2765",1.05674495419968,0.000483204114697631
"2478","psrA","PA3006",1.45040775348367,0.000489526222577075
"3043","PA3689","PA3689",1.08914857348394,0.000495715348097564
"2879","PA3491","PA3491",-1.20215188793483,0.000498414811827078
"2610","gyrA","PA3168",-1.10808232220483,0.00049880647914041
"173","PA0124","PA0124",1.460251573998,0.000507879437462377
"4190","PA5006","PA5006",-1.39271093832909,0.000507879437462377
"1040","PA1164","PA1164",1.27596930551514,0.000509908534546609
"387","ftsE","PA0374",-1.07575489277211,0.000518504104328805
"3153","iscU","PA3813",-1.82689838222799,0.00052132529572473
"2583","leuC","PA3121",1.38636348108834,0.000525989076229176
"1483","pscF","PA1719",-1.32702209228006,0.000526130843496916
"4254","PA5073","PA5073",1.10030430357383,0.000530187288623355
"3880","pagL","PA4661",1.09683570985645,0.000541067000271336
"2435","tmk","PA2962",-1.12959725583572,0.000552059905613855
"3011","frr","PA3653",-1.32682219740198,0.000561456252960666
"985","fleS","PA1098",1.07312637644443,0.000569081153899072
"1197","PA1359","PA1359",1.24140282628521,0.000593734283096667
"1338","ccoO2","PA1556",-2.14744318866399,0.000603700037939508
"1236","lasI","PA1432",1.08641373626869,0.000608354869923165
"2016","gcvT2","PA2442",-1.05897051920536,0.000610090952707662
"4157","PA4966","PA4966",-1.14584291913364,0.000627278776968849
"2567","xcpQ","PA3105",-1.23415707570018,0.000627836959301233
"4580","wzt","PA5450",-1.22903681944416,0.000680130034791441
"888","PA0979","PA0979",1.16182660239431,0.000681132972841617
"941","PA1048","PA1048",1.17462150589024,0.000683348130042067
"1724","liuR","PA2016",1.03514186858626,0.000699554402730987
"1317","PA1530","PA1530",-1.00324402782122,0.000699554402730987
"4111","pcnA","PA4918",1.16907786969562,0.000712693018014372
"718","asrA","PA0779",-1.48391733950125,0.000726954306409315
"1381","PA1602","PA1602",1.12840242307273,0.000739545944213698
"2286","PA2770","PA2770",1.19047891550851,0.000755358579463629
"686","dspI","PA0745",-1.01490036585876,0.000757519086147875
"3949","panC","PA4730",-1.04965523444354,0.000764953780737053
"3486","ftnA","PA4235",1.24676525931474,0.000775197736295156
"3999","PA4782","PA4782",1.00654154385991,0.000791481804456738
"144","tssF1","PA0088",-1.02130728860436,0.000801019992184148
"877","ruvB","PA0967",-1.06391227436106,0.000815994138772979
"4185","ssg","PA5001",-1.0366983561782,0.000820872494273224
"2312","PA2805","PA2805",1.04213914570001,0.000829843725783418
"1846","hcnA","PA2193",-1.8198019736955,0.000834083143920882
"4200","aceF","PA5016",-1.05567958654572,0.000834083143920882
"1106","qslA","PA1244",1.0955824916824,0.000836822017156514
"1868","bkdR","PA2246",1.03275006175487,0.000888749074562061
"2758","PA3338","PA3338",1.02248983302704,0.000888749074562061
"2256","PA2729","PA2729",-1.01682939375466,0.000888749074562061
"4665","glmS","PA5549",-1.23897048652621,0.000894440047644554
"3852","PA4629","PA4629",1.09024911632338,0.000905612937507887
"2417","PA2943","PA2943",1.0288359357319,0.000925723357019902
"3148","PA3808","PA3808",-1.1935481007959,0.000926255255858542
"3054","lysS","PA3700",-1.45849526694636,0.000945664967912873
"3584","PA4340","PA4340",1.24031777717978,0.000971217042069188
"2980","rpoS","PA3622",-1.00447422813822,0.000997221875456092
"3962","rbfA","PA4743",-1.6057204661144,0.000999018289463858
"691","ung","PA0750",1.02388617617496,0.00101440082749527
"3517","fusA1","PA4266",-1.40504351926073,0.00101451096949871
"1440","PA1672","PA1672",1.07938032085085,0.00105044449225549
"4544","PA5408","PA5408",1.01629667378635,0.00105245212931948
"402","metX","PA0390",-1.01843269852244,0.00106394782942682
"3091","PA3740","PA3740",1.08760669629779,0.00111535919246503
"4459","PA5306","PA5306",1.31229023381372,0.00112015958263694
"304","PA0284","PA0284",-1.97197708951107,0.00115608430010977
"3409","PA4131","PA4131",-1.57882365818034,0.00116797764969446
"4401","ppk","PA5242",-1.25262448869308,0.00117044710764318
"4479","PA5330","PA5330",1.11668627852895,0.00120200845404801
"134","tssL1","PA0078",-1.10006971681218,0.00122744432243903
"3123","PA3779","PA3779",1.13626326970396,0.00127859934897756
"3286","ladS","PA3974",1.03118903905453,0.00132378717354279
"3694","PA4453","PA4453",-1.10944203652548,0.00136192697882032
"1922","gntR","PA2320",1.06159969216427,0.0013645060969064
"2434","holB","PA2961",-1.06374681715056,0.00140473921565747
"411","PA0399","PA0399",-1.50083947697106,0.00151567795740107
"4077","PA4877","PA4877",1.05978282282223,0.00161822228994927
"3510","rpsS","PA4259",-1.18105092236846,0.00168638535338967
"4473","algC","PA5322",-1.21086020424418,0.00171754597672409
"3045","PA3691","PA3691",1.39554876564068,0.00172302352035878
"2796","rhlG","PA3387",1.09040145633806,0.0017448938094646
"4124","PA4933","PA4933",1.37381736683198,0.00174702073771947
"1437","icmF2","PA1669",-1.08610038007072,0.00184042692146027
"3341","mucE","PA4033",1.25218394831679,0.00185459321725047
"3511","rplB","PA4260",-1.22433537723827,0.00191376236540856
"3152","iscA","PA3812",-1.31625583469327,0.00191928067301518
"3494","secY","PA4243",-1.21034574141585,0.00197389204707985
"2029","PA2458","PA2458",-1.14801019693244,0.001985765682243
"3749","PA4511","PA4511",1.07517504145288,0.001985765682243
"290","PA0269","PA0269",1.0414853449672,0.00209687109089035
"3170","holC","PA3832",-1.07183788876651,0.00223107042732388
"384","PA0371","PA0371",-1.00269858701576,0.00228429336450617
"2444","PA2971","PA2971",1.02974311149421,0.00228793196408408
"4287","PA5113","PA5113",-1.09872267110677,0.00230444565635352
"2942","PA3580","PA3580",1.15826426087837,0.00231959323605284
"2600","PA3139","PA3139",-1.03521391742126,0.00234961316482175
"4067","ureA","PA4865",-1.09287850238621,0.00251285687602925
"3667","PA4426","PA4426",-1.09704823191977,0.00275678732503947
"3369","oprG","PA4067",-1.01663077759733,0.00278613149437692
"1442","folE2","PA1674",1.04809213769053,0.00298178075986579
"3141","PA3801","PA3801",-1.10037365670821,0.00305926711383551
"1166","PA1323","PA1323",1.68411303448367,0.0031493363274682
"2336","tpm","PA2832",1.03504395385638,0.00316181729738997
"3306","lis","PA3996",-1.1120403833128,0.0032152320094188
"4620","PA5494","PA5494",1.24208138502217,0.00324675696858266
"3200","PA3865","PA3865",1.04940200799666,0.00329489862493733
"3166","lptG","PA3827",-1.03641363665585,0.00330179145444738
"2493","PA3022","PA3022",1.01196232861382,0.00344467242590539
"3151","hscB","PA3811",-1.21197682657937,0.00348887431916302
"78","PA0012","PA0012",1.07122161502418,0.00348887431916302
"1444","PA1676","PA1676",1.28231506460472,0.00349260799054352
"3269","PA3952","PA3952",1.10719052270534,0.00357323801960762
"382","PA0369","PA0369",-1.05140689765992,0.00388098588040272
"412","PA0400","PA0400",-1.3224907540865,0.00400755598768641
"1984","pvdI","PA2402",-1.33163285603861,0.00401334658666677
"1533","crfX","PA1774",1.13891407898437,0.00404968366666538
"2511","PA3041","PA3041",1.19742225625755,0.00477898463370336
"4069","ureB","PA4867",-1.3077019988967,0.00508356280246986
"3986","PA4767","PA4767",1.03728733329202,0.00541096734917565
"3963","infB","PA4744",-1.04002822427922,0.00569892475766815
"2255","PA2728","PA2728",-1.15759159160495,0.00578780769398942
"788","aroP2","PA0866",-1.0163271157747,0.00614750544616934
"442","PA0431","PA0431",-1.16873250848006,0.00617646002807405
"4632","PA5506","PA5506",1.10596279563872,0.00782531721072803
"3252","PA3931","PA3931",-1.42719177254823,0.0082388706477459
"4155","parC","PA4964",-1.0007243024863,0.00849525632501137
"3959","pnp","PA4740",-1.29378607850674,0.00851274788976103
"2418","cobN","PA2944",-1.02051737005361,0.0095960912824501
"4591","PA5461","PA5461",1.12173907377313,0.0110640473197051
"2128","PA2581","PA2581",1.01825783169449,0.0112121925378086
"2002","pvdL","PA2424",-1.45890855275722,0.0112413264420081
"107","PA0047","PA0047",-1.04732123000446,0.0127438750809264
