"Locus_Tag","Gene_Name","logFC","AveExpr","P.Value","adj.P.Val","B"
"PA3986",NA,0.447690236804386,4.59961194371618,0.0204918990497778,0.0469821549573304,-4.56175412364701
"PA5309","pauB4",0.438812789317462,3.51414705709738,0.0204896965667495,0.0469821549573304,-4.56165087014588
"PA4281","sbcD",0.388396102481263,3.6484081828504,0.020589062286488,0.0471820190097441,-4.56629780953382
"PA0673",NA,0.461697560400414,2.940479236971,0.0206102967238196,0.0472077746976721,-4.56728785415969
"PA1271",NA,-0.552087213038526,4.55763648427346,0.0209193102969846,0.0478923424782639,-4.58157734170613
"PA0748","still frameshift probable transcriptional regulator",-0.414229353769888,2.45933498087259,0.02106069656407,0.0481926695116776,-4.58804277593044
"PA3439","folX",-0.751187310586298,5.74700438225786,0.0211150899338044,0.0482937383812872,-4.59051818037306
"PA0829",NA,0.433379550350179,3.23795127731393,0.0211447550452569,0.0483381791281455,-4.59186544248821
"PA1452","flhA",0.449675300087472,3.63137039792154,0.0212550973476063,0.0485669205480137,-4.59685962122294
"PA1139",NA,0.46531879920264,3.27958225555333,0.0214118661673215,0.0489014719092163,-4.6039091954842
"PA2842",NA,0.41485167703285,2.84580863945284,0.021445255917536,0.0489380045150734,-4.60540376975751
"PA0785","azoR1",0.405638059160153,3.0038082351653,0.0214485855062888,0.0489380045150734,-4.60555267508559
"PA5260","hemC",0.485735711029427,5.02855542389552,0.0215101870485465,0.0490548592130784,-4.60830330547943
"PA2940",NA,0.408686999874027,3.29721757959228,0.0215475723593264,0.0491164016665534,-4.60996866423786
"PA2868",NA,0.571356848941361,4.23100946633777,0.0215775470031041,0.0491610007214957,-4.61130175201043
"PA1378",NA,0.430462608239284,2.68796886349873,0.0216270355463827,0.0492499946410635,-4.61349851242507
"PA2951","etfA",-0.429450967316255,7.41220305649831,0.0217408886248458,0.0494854057711551,-4.618532692601
"PA1687","speE",0.561362097139018,2.99354165844535,0.0217610006856118,0.0495073247775264,-4.61941914240574
