"Gene","Locus_Tag","logFC","adj.P.Val"
"lepA","PA0767",0.719453128915621,0.0551333149100949
"recD","PA4283",-0.430646162322756,0.0551333149100949
"PA5460","PA5460",-1.42013823141494,0.0551920270173526
"arnF","PA3558",-0.885224486998876,0.0558055132051093
"PA1053","PA1053",1.25329166849735,0.055891868061249
"rplW","PA4261",1.24724583821574,0.055891868061249
"PA1654","PA1654",0.721371813306611,0.055891868061249
"pyrH","PA3654",0.689097519365165,0.055891868061249
"PA3143","PA3143",0.596359166467638,0.055891868061249
"rpoB","PA4270",0.956477958463367,0.057236901347612
"rpsT","PA4563",1.59751977500843,0.0574116093670743
"rpsO","PA4741",1.1289686392693,0.0574116093670743
"PA0734","PA0734",1.02807685835465,0.0574116093670743
"efp","PA2851",1.06311836250662,0.0575592377545574
"PA4697","PA4697",-0.527078293128488,0.0575592377545574
"PA5525","PA5525",0.412457517412472,0.0575592377545574
"PA0833","PA0833",1.61070183524127,0.0578247647207078
"pheT","PA2739",0.509655090418592,0.0578247647207078
"hscA","PA3810",1.39376368566551,0.0586514586087936
"crc","PA5332",1.04651314706069,0.0588384222950855
"PA5475","PA5475",-1.1608602502924,0.0590504996751747
"zur","PA5499",0.848464911449325,0.0590504996751747
"PA1193","PA1193",0.532509525977019,0.0590504996751747
"PA3189","PA3189",-0.986935188135368,0.0600433282730848
"PA4069","PA4069",0.841921200829914,0.0600433282730848
"lysS","PA3700",0.669895559280235,0.0600433282730848
"ercS'","PA1976",-0.36072743699774,0.0602079538147144
"pyrR","PA0403",-0.508109785021983,0.0604368700248422
"PA4198","PA4198",0.878566206603351,0.0607687817948141
"coIII","PA0108",-0.91043073115385,0.0611893119162823
"phuS","PA4709",0.498235225099007,0.0612541770415459
"PA0462","PA0462",0.855899413835827,0.0615770101052149
"iscA","PA3812",1.09199493061998,0.0615923340370173
"phr","PA4660",-0.362964654675768,0.0615923340370173
"glk","PA3193",0.933025283737097,0.061876240210568
"PA0656","PA0656",-0.718900403357495,0.062376634130652
"PA0522","PA0522",-0.670662011483662,0.062376634130652
"dctQ","PA5168",-0.382656857524435,0.062376634130652
"fabV","PA2950",0.708634082191702,0.0626241683613277
"pcrH","PA1707",-0.52633803626798,0.0626241683613277
"icmF1","PA0077",-0.476299903805083,0.0628440657460621
"PA5094","PA5094",-0.567283388463382,0.0634434434254748
"PA2797","PA2797",0.534314441435768,0.0634434434254748
"PA2736","PA2736",1.03083579379636,0.063810774718068
"pcnB","PA4727",0.745713050711206,0.0641877227662345
"PA2572","PA2572",-0.746472476685841,0.0652814676162345
"PA2946","PA2946",0.73021601275685,0.0654646713311072
"pta","PA0835",-0.750275574488517,0.0655923075755858
"gdhB","PA3068",-0.768511112252074,0.0659394701430248
"rpmC","PA4255",0.658498262767524,0.0659394701430248
"napC","PA1172",-0.656153376230683,0.0659394701430248
"PA2777","PA2777",0.702454736064537,0.0663648391318663
"tsi4","PA2775",0.452096204521168,0.0680006757002413
"nuoJ","PA2645",-0.601344628727879,0.0689828043405801
"ccoO2","PA1556",-1.75724844567901,0.0689899491524377
"PA4141","PA4141",-0.747728130009901,0.0692059010217405
"PA4390","PA4390",0.419913100859841,0.0692059010217405
"plsX","PA2969",1.0607218509247,0.0696747238983336
"PA1309","PA1309",0.452708656561383,0.0696747238983336
"PA2929","PA2929",0.662356055227608,0.070052784979208
"cafA","PA4477",0.654347943786529,0.0701387776880754
"rpmD","PA4245",1.57588565834579,0.0713746626762994
